Z006,8508038511,8,""
Z007,7558232219,33,""
Z008,8762199314,27,""
Z009,8057193366,33,""
Z010,9960274447,36,""
Z011,6504075109,6,""
Z012,9362069401,30,""
Z013,7202097384,9,""
Z014,6502182860,30,""
Z015,9356266536,27,""
Z016,7508045576,27,""
Z017,6862193521,31,""
Z018,7557129980,30,""
Z019,8812112436,5,""
Z020,5312258812,32,""
Z021,5451247016,10,""
Z022,8107198689,7,""
Z023,5859158919,26,""
Z024,5954214004,2,""
Z025,5353078664,32,""
Z026,8761074277,28,""
Z027,9354218628,17,""
Z028,9210148835,32,""
Z029,9959198030,27,""
Z030,9958039916,3,""
Z031,8758233568,24,""
Z032,6651086909,12,""
Z033,6107042713,25,""
Z034,5859214240,24,""
Z035,6255179663,33,""
Z036,8157066602,4,""
Z037,5106112203,36,""
Z038,8262193088,35,""
Z039,7908216595,7,""
Z040,6651076127,12,""
Z041,6159177367,27,""
Z042,9801084355,24,""
Z043,9460217070,34,""
Z044,9956087496,29,""
Z045,8401122412,16,""
Z046,8958239206,26,""
Z047,6008052377,16,""
Z048,5706079635,13,""
Z049,7507181827,18,""
Z051,9661081337,10,""
Z052,8762134056,19,""
Z053,5304137520,27,""
Z054,5105051559,7,""
Z055,5856191966,30,""
Z056,9808266692,18,""
Z057,8260223519,4,""
Z058,8307126424,16,""
Z059,9911173301,28,""
Z060,6156214489,13,""
Z061,7861163063,4,""
Z062,9762279464,29,""
Z063,8110024787,24,""
Z064,8253256625,10,""
Z065,6709243709,9,""
Z066,5553125335,5,""
Z067,9361159292,13,""
Z068,9202099767,14,""
Z069,6162058735,5,""
Z070,5701169450,11,""
Z071,6901107891,26,""
Z072,5004199651,24,""
Z073,9753144006,5,""
Z074,6461025145,1,""
Z075,8162014902,13,""
Z076,6903133694,1,""
Z077,5912229869,30,""
Z078,5911159898,25,""
Z079,8812155287,14,""
Z080,5461158049,5,""
Z081,9908153822,31,""
Z082,6251263872,12,""
Z083,9702201443,27,""
Z084,5052041350,27,""
Z085,8159207072,19,""
Z086,7156133838,28,""
Z087,5054263466,33,""
Z088,8355205951,34,""
Z089,8351105960,8,""
Z090,9562177960,18,""
Z091,9951239515,26,""
Z092,5801289559,29,""
Z094,8058185227,31,""
Z095,5304182292,26,""
Z096,6002236251,1,""
Z097,8559023155,15,""
Z098,8109103804,36,""
Z099,8559108663,18,""
Z100,8551056650,29,""
Z101,5259064136,13,""
Z102,7809286624,3,""
Z103,8555193614,11,""
Z104,8302144045,31,""
Z105,7252027654,8,""
Z106,8560054524,23,""
Z107,8852144755,29,""
Z108,8507231826,29,""
Z109,9752156861,22,""
Z110,8755161757,17,""
Z111,7555057411,20,""
Z112,7960131855,34,""
Z113,9359205879,20,""
Z114,7406155147,5,""
Z115,5710255806,19,""
Z116,6655246432,21,""
Z117,9855161704,26,""
Z118,8603018915,15,""
Z119,8102033424,22,""
Z120,8258275290,3,""
Z121,7606198476,1,""
Z122,9002257591,11,""
Z123,7362143716,17,""
Z124,7703188807,6,""
Z125,8805113641,36,""
Z126,8909077156,7,""
Z127,6551026812,23,""
Z128,7553092268,11,""
Z129,9456227789,21,""
Z130,7351208552,9,""
Z131,8560108187,15,""
Z132,7906181735,36,""
Z133,7303151202,17,""
Z134,7161069372,27,""
Z135,6110041400,33,""
Z137,8661258360,19,""
Z138,9553273936,35,""
Z139,8303016525,32,""
Z140,7459067145,26,""
Z141,8505035711,1,""
Z142,8157036925,15,""
Z143,9052036485,3,""
Z144,7306043255,9,""
Z145,6353219232,2,""
Z146,6910285254,2,""
Z147,7012085792,24,""
Z148,6512088975,18,""
Z149,5708229330,29,""
Z150,9204104251,28,""
Z151,9803209968,5,""
Z152,6001263625,34,""
Z153,7611223496,34,""
Z154,7161223698,2,""
Z155,5711262855,11,""
Z156,5153285023,18,""
Z157,7559138938,5,""
Z158,9452225098,20,""
Z159,9301077843,15,""
Z160,8351234056,27,""
Z161,5910045079,29,""
Z162,8255043105,11,""
Z164,6453264005,12,""
Z165,5911168452,2,""
Z166,7304152985,3,""
Z167,5109276594,14,""
Z168,5653278365,19,""
Z169,7962243895,5,""
Z170,9053265876,20,""
Z171,8505077105,6,""
Z172,5106184711,30,""
Z173,5656057842,30,""
Z174,9857273557,9,""
Z175,6754054767,5,""
Z176,8953059277,3,""
Z177,7061166846,30,""
Z178,8607626789,5,
A002,7605155455,0,""
